    93 2.75467 0.14264  0.15452   7.78 -10.12   516 1272 Gefion       
 20689 2.76427 0.13306  0.15737  13.57  -0.47   516 1272 Gefion       
 20744 2.77099 0.13491  0.15886  13.05  -0.39   516 1272 Gefion       
 20817 2.76551 0.13080  0.15525  13.92  -0.38   516 1272 Gefion       
 20829 2.75612 0.13624  0.16062  14.13  -0.52   516 1272 Gefion       
 20847 2.76207 0.12623  0.15535  13.21  -0.62   516 1272 Gefion       
 20890 2.74828 0.13471  0.16696  14.11  -0.67   516 1272 Gefion       
 21052 2.77491 0.12167  0.14894  14.89  -0.12   516 1272 Gefion       
 21079 2.76024 0.12633  0.16047  13.17  -0.68   516 1272 Gefion       
 21246 2.78153 0.13173  0.15864  13.18  -0.07   516 1272 Gefion       
 21838 2.76468 0.12478  0.16300  13.95  -0.39   516 1272 Gefion       
 21911 2.78111 0.13335  0.15838  12.96  -0.09   516 1272 Gefion       
 21956 2.77365 0.14391  0.15960  13.88  -0.21   516 1272 Gefion       
 21962 2.78423 0.12880  0.15517  13.65   0.00   516 1272 Gefion       
 22013 2.78527 0.13164  0.15811  13.30   0.04   516 1272 Gefion       
 22025 2.79864 0.13171  0.15816  13.54   0.36   516 1272 Gefion       
 22089 2.80358 0.13252  0.15727  13.43   0.51   516 1272 Gefion       
 22093 2.74810 0.12207  0.16340  14.16  -0.66   516 1272 Gefion       
 22127 2.77662 0.12916  0.16148  13.91  -0.15   516 1272 Gefion       
 22259 2.75989 0.13327  0.15745  13.71  -0.54   516 1272 Gefion       
 22282 2.73478 0.11526  0.15677  13.11  -1.46   516 1272 Gefion       
 22397 2.77496 0.13428  0.15954  13.14  -0.26   516 1272 Gefion       
 22953 2.72371 0.10553  0.16109  14.94  -0.77   516 1272 Gefion       
 23100 2.77182 0.12794  0.15709  12.80  -0.41   516 1272 Gefion       
 23206 2.72656 0.08362  0.15285  13.66  -1.33   516 1272 Gefion       
 23287 2.80581 0.13720  0.15651  14.01   0.43   516 1272 Gefion       
 23547 2.76079 0.12640  0.15918  13.37  -0.61   516 1272 Gefion       
 23805 2.74142 0.15163  0.16134  13.74  -0.95   516 1272 Gefion       
 24173 2.78799 0.13109  0.15903  14.34   0.07   516 1272 Gefion       
 24197 2.75702 0.12971  0.15660  13.88  -0.56   516 1272 Gefion       
 24264 2.76771 0.13717  0.15736  13.79  -0.35   516 1272 Gefion       
 24295 2.76581 0.13421  0.16036  13.47  -0.45   516 1272 Gefion       
 24433 2.77800 0.12943  0.15906  12.72  -0.21   516 1272 Gefion       
 24468 2.77084 0.13178  0.16215  13.17  -0.38   516 1272 Gefion       
 24623 2.76091 0.13063  0.15304  13.82  -0.49   516 1272 Gefion       
 24784 2.79669 0.14193  0.15873  13.28   0.36   516 1272 Gefion       
 24948 2.80857 0.12349  0.15892  13.93   0.51   516 1272 Gefion       
 25025 2.74494 0.12997  0.14817  14.29  -0.67   516 1272 Gefion       
 25066 2.75981 0.12755  0.16101  13.28  -0.66   516 1272 Gefion       
 25083 2.77603 0.13363  0.15803  13.68  -0.18   516 1272 Gefion       
 25091 2.75538 0.12999  0.16089  14.36  -0.48   516 1272 Gefion       
 25190 2.73931 0.12457  0.16358  14.15  -0.82   516 1272 Gefion       
 25217 2.72518 0.11391  0.16262  14.81  -0.80   516 1272 Gefion       
 25253 2.76470 0.11652  0.15708  13.61  -0.45   516 1272 Gefion       
 25487 2.78137 0.12953  0.15945  13.61  -0.06   516 1272 Gefion       
 25524 2.74959 0.12299  0.16312  14.08  -0.65   516 1272 Gefion       
 25666 2.78564 0.13082  0.15778  13.43   0.05   516 1272 Gefion       
 25723 2.76449 0.12737  0.15802  13.92  -0.40   516 1272 Gefion       
