"spkid","pdes","H","diameter","albedo","rot_per","BV","UB","IR","spec_B","spec_T","e","a","q","i"
20289755,289755,16.39,2.364,0.105,,,,,,,0.1492,2.767,2.355,7.93
20289762,289762,16.22,2.493,0.113,,,,,,,0.1546,2.793,2.361,11.13
20289781,289781,16.04,,,,,,,,,0.1024,2.788,2.502,10.90
20289816,289816,16.53,,,,,,,,,0.1436,2.786,2.386,6.24
20289821,289821,16.99,,,,,,,,,0.1327,2.752,2.387,2.47
20289911,289911,17.05,2.414,0.053,,,,,,,0.1285,2.713,2.365,5.71
20289914,289914,15.93,,,,,,,,,0.1285,2.793,2.434,25.84
20289958,289958,16.15,,,,,,,,,0.1250,2.759,2.414,8.15
20289959,289959,17.60,,,,,,,,,0.0982,2.745,2.475,0.30
20289973,289973,17.29,,,,,,,,,0.1164,2.71,2.395,2.16
20289983,289983,16.80,,,,,,,,,0.1119,2.711,2.408,5.23
20290000,290000,16.62,2.071,0.103,,,,,,,0.1454,2.798,2.391,5.13
20290024,290024,17.28,,,,,,,,,0.1241,2.802,2.454,2.03
20290062,290062,16.53,,,,,,,,,0.1015,2.771,2.490,5.15
20290065,290065,16.79,,,,,,,,,0.1239,2.725,2.388,6.44
20290089,290089,16.82,,,,,,,,,0.0948,2.8,2.535,2.52
20290098,290098,17.01,,,,,,,,,0.1328,2.722,2.360,5.19
20290119,290119,17.05,,,,,,,,,0.0854,2.815,2.575,4.09
20290148,290148,16.45,,,,,,,,,0.1239,2.724,2.386,4.49
20290149,290149,17.18,,,,,,,,,0.1216,2.764,2.428,4.63
20290166,290166,17.07,,,,,,,,,0.1092,2.755,2.454,4.51
20290190,290190,17.13,,,,,,,,,0.1053,2.761,2.470,2.92
20290201,290201,16.82,,,,,,,,,0.1035,2.81,2.519,4.59
20290240,290240,16.86,,,,,,,,,0.0976,2.797,2.524,2.22
20290254,290254,16.31,,,,,,,,,0.1297,2.726,2.372,12.30
20290267,290267,16.33,,,,,,,,,0.1173,2.783,2.457,5.13
20290272,290272,17.40,,,,,,,,,0.0849,2.811,2.572,3.47
20290276,290276,16.72,,,,,,,,,0.1012,2.809,2.525,5.32
20290284,290284,16.87,,,,,,,,,0.1035,2.717,2.436,3.61
20290289,290289,16.73,,,,,,,,,0.0974,2.718,2.453,4.39
20290300,290300,16.73,,,,,,,,,0.1101,2.783,2.476,3.81
20290313,290313,17.23,,,,,,,,,0.1450,2.731,2.335,2.60
20290340,290340,16.78,,,,,,,,,0.1315,2.74,2.380,1.55
20290345,290345,17.17,,,,,,,,,0.0880,2.72,2.480,4.77
20290350,290350,16.23,,,,,,,,,0.1348,2.738,2.369,5.96
20290353,290353,16.62,,,,,,,,,0.1425,2.739,2.348,2.79
20290420,290420,16.71,,,,,,,,,0.0836,2.778,2.545,3.70
20290436,290436,17.17,,,,,,,,,0.1466,2.787,2.378,2.91
20290441,290441,16.88,,,,,,,,,0.0895,2.778,2.529,4.22
20290445,290445,17.01,,,,,,,,,0.1543,2.723,2.303,2.53
20290464,290464,16.38,,,,,,,,,0.1120,2.805,2.490,2.89
20290479,290479,16.28,,,,,,,,,0.1211,2.732,2.401,7.66
20290480,290480,17.24,,,,,,,,,0.1403,2.79,2.399,4.05
20290487,290487,16.09,,,,,,,,,0.1491,2.729,2.322,13.18
20290516,290516,17.06,,,,,,,,,0.0880,2.767,2.523,1.40
20290535,290535,16.20,,,,,,,,,0.1238,2.778,2.434,9.06
20290539,290539,16.09,,,,,,,,,0.1546,2.715,2.296,12.67
20290546,290546,16.88,,,,,,,,,0.1092,2.796,2.491,3.62
20290547,290547,15.83,,,,,,,,,0.1416,2.718,2.334,12.71
20290554,290554,16.63,,,,,,,,,0.1109,2.781,2.472,5.62
20290571,290571,16.09,,,,,,,,,0.1015,2.71,2.435,5.57
20290591,290591,17.28,,,,,,,,,0.0864,2.8,2.558,3.22
20290593,290593,17.28,,,,,,,,,0.1225,2.78,2.439,0.94
20290596,290596,16.87,,,,,,,,,0.0933,2.795,2.534,2.66
20290600,290600,16.77,,,,,,,,,0.1034,2.784,2.496,3.88
20290601,290601,17.02,,,,,,,,,0.0869,2.707,2.472,2.92
20290609,290609,16.99,,,,,,,,,0.0851,2.803,2.565,4.44
20290623,290623,16.24,,,,,,,,,0.0920,2.765,2.510,11.08
20290643,290643,16.82,,,,,,,,,0.1006,2.733,2.458,6.16
20290652,290652,16.83,,,,,,,,,0.0970,2.79,2.519,6.30
20290666,290666,16.95,,,,,,,,,0.1218,2.754,2.418,5.68
20290723,290723,16.30,,,6.76,,,,,,0.1478,2.724,2.322,7.35
20290726,290726,15.93,,,,,,,,,0.1394,2.762,2.377,8.18
20290741,290741,16.79,,,,,,,,,0.0847,2.715,2.485,4.57
20290773,290773,15.99,,,,,,,,,0.0891,2.732,2.488,7.98
20290794,290794,16.98,,,,,,,,,0.1092,2.762,2.460,3.33
20290808,290808,16.63,,,,,,,,,0.1143,2.769,2.452,5.30
20290824,290824,17.09,,,,,,,,,0.0842,2.801,2.565,5.25
20290854,290854,16.94,,,,,,,,,0.0942,2.711,2.456,3.32
20290857,290857,16.31,,,,,,,,,0.0926,2.723,2.471,7.99
20290880,290880,16.34,,,,,,,,,0.1038,2.803,2.512,4.72
20290885,290885,16.87,,,,,,,,,0.0932,2.764,2.506,3.97
20290888,290888,16.53,,,,,,,,,0.0989,2.771,2.497,2.93
20290890,290890,16.62,,,,,,,,,0.0860,2.774,2.535,7.56
20290929,290929,16.93,,,,,,,,,0.1080,2.76,2.462,1.99
20290938,290938,16.75,,,,,,,,,0.1362,2.741,2.368,4.11
20290989,290989,16.96,,,,,,,,,0.0911,2.813,2.557,2.81
20291049,291049,16.73,,,,,,,,,0.1018,2.723,2.446,3.58
20291077,291077,16.61,,,,,,,,,0.1072,2.753,2.458,3.73
20291096,291096,16.18,,,,,,,,,0.0972,2.789,2.518,12.78
20291100,291100,16.51,,,,,,,,,0.0862,2.806,2.564,4.69
20291118,291118,16.63,,,,,,,,,0.1125,2.767,2.456,2.93
20291171,291171,17.18,2.781,0.033,,,,,,,0.0890,2.764,2.518,4.24
20291227,291227,16.37,,,,,,,,,0.1207,2.729,2.400,7.00
20291246,291246,16.89,,,,,,,,,0.0885,2.779,2.533,1.23
20291298,291298,16.65,,,,,,,,,0.0833,2.811,2.577,3.47
20291347,291347,17.10,,,,,,,,,0.0847,2.786,2.550,4.07
20291638,291638,17.17,,,,,,,,,0.1353,2.749,2.377,8.85
20291658,291658,17.05,,,,,,,,,0.1117,2.708,2.405,4.35
20291675,291675,17.36,,,,,,,,,0.1311,2.742,2.382,3.88
20291678,291678,16.27,,,,,,,,,0.0960,2.794,2.526,9.68
20291706,291706,16.22,,,,,,,,,0.0941,2.779,2.517,13.99
20291709,291709,16.99,,,,,,,,,0.0938,2.81,2.546,5.19
20291755,291755,16.60,,,,,,,,,0.0966,2.78,2.511,5.46
