"spkid","pdes","H","diameter","albedo","rot_per","BV","UB","IR","spec_B","spec_T","e","a","q","i"
20520199,520199,17.35,,,,,,,,,0.1118,2.714,2.411,14.29
20520208,520208,17.45,,,,,,,,,0.1534,2.746,2.325,7.66
20520213,520213,17.44,,,,,,,,,0.0949,2.708,2.451,2.23
20520216,520216,17.76,,,,,,,,,0.1499,2.721,2.313,3.40
20520235,520235,17.14,,,,,,,,,0.0979,2.78,2.507,3.14
20520245,520245,17.06,,,,,,,,,0.1426,2.737,2.347,12.69
20520252,520252,17.10,,,,,,,,,0.1474,2.733,2.331,3.98
20520273,520273,16.98,,,,,,,,,0.1360,2.77,2.393,3.97
20520285,520285,16.87,,,,,,,,,0.1151,2.722,2.408,6.05
20520328,520328,16.98,,,,,,,,,0.1268,2.784,2.431,25.18
20520337,520337,17.42,,,,,,,,,0.1297,2.734,2.380,9.22
20520369,520369,17.07,,,,,,,,,0.1506,2.708,2.300,15.10
20520411,520411,17.36,,,,,,,,,0.1200,2.711,2.386,5.78
20520416,520416,17.20,,,,,,,,,0.0859,2.771,2.533,6.73
20520470,520470,17.26,,,,,,,,,0.0951,2.785,2.520,10.39
20520474,520474,17.43,,,,,,,,,0.1475,2.749,2.343,12.95
20520475,520475,17.00,,,,,,,,,0.0859,2.72,2.486,13.87
20520490,520490,17.77,,,,,,,,,0.1134,2.722,2.414,6.18
20520493,520493,16.39,,,,,,,,,0.1086,2.777,2.476,11.52
20520497,520497,16.82,,,,,,,,,0.1238,2.778,2.435,4.35
20520508,520508,16.68,,,,,,,,,0.1063,2.771,2.477,7.70
20520509,520509,16.77,,,,,,,,,0.0911,2.79,2.536,11.60
20520560,520560,16.86,,,,,,,,,0.0962,2.774,2.507,14.32
20520576,520576,17.74,,,,,,,,,0.0913,2.81,2.554,2.87
20520577,520577,17.48,,,,,,,,,0.1168,2.705,2.389,6.26
20520581,520581,17.78,,,,,,,,,0.1052,2.74,2.452,5.91
20520589,520589,17.57,,,,,,,,,0.1358,2.783,2.405,3.75
20520594,520594,17.37,,,,,,,,,0.1471,2.81,2.396,15.07
20520595,520595,17.20,,,,,,,,,0.0853,2.769,2.533,4.32
20520605,520605,17.59,,,,,,,,,0.1501,2.773,2.357,5.33
20520610,520610,17.67,,,,,,,,,0.1062,2.791,2.495,3.74
20520629,520629,17.26,,,,,,,,,0.1381,2.725,2.349,12.63
20520654,520654,17.78,,,,,,,,,0.1179,2.719,2.398,9.42
20520659,520659,17.48,,,,,,,,,0.1302,2.779,2.417,5.93
20520681,520681,16.74,,,,,,,,,0.1548,2.798,2.365,7.21
20520717,520717,17.64,,,,,,,,,0.1260,2.712,2.371,4.24
20520723,520723,17.08,,,,,,,,,0.1179,2.73,2.408,8.53
20520724,520724,17.10,,,,,,,,,0.0933,2.739,2.484,6.52
20520763,520763,16.84,,,,,,,,,0.1074,2.747,2.452,12.71
20520765,520765,17.11,,,,,,,,,0.1145,2.754,2.439,5.79
20520784,520784,17.04,,,,,,,,,0.1336,2.78,2.409,15.34
20520792,520792,17.03,,,,,,,,,0.1009,2.746,2.469,5.71
20520801,520801,16.43,,,,,,,,,0.0924,2.786,2.528,10.81
20520836,520836,17.64,,,,,,,,,0.1047,2.782,2.490,4.59
20520855,520855,16.77,,,,,,,,,0.1102,2.758,2.454,8.26
20520891,520891,17.24,,,,,,,,,0.1055,2.781,2.488,14.70
20520910,520910,16.27,,,,,,,,,0.1192,2.803,2.469,15.33
20520966,520966,16.86,,,,,,,,,0.1368,2.718,2.347,14.21
20520982,520982,17.33,,,,,,,,,0.1239,2.727,2.389,10.17
20520990,520990,17.50,,,,,,,,,0.1058,2.745,2.454,9.38
20520995,520995,17.12,,,,,,,,,0.0877,2.772,2.529,4.66
20520996,520996,17.64,,,,,,,,,0.0955,2.778,2.513,2.91
20521011,521011,17.27,,,,,,,,,0.1082,2.75,2.452,7.07
20521020,521020,17.04,,,,,,,,,0.1499,2.799,2.379,9.42
20521023,521023,16.70,,,,,,,,,0.1321,2.774,2.407,14.93
20521115,521115,17.38,,,,,,,,,0.1247,2.733,2.392,4.24
20521123,521123,17.68,,,,,,,,,0.0948,2.754,2.493,5.21
20521156,521156,17.26,,,,,,,,,0.1104,2.709,2.410,6.71
20521191,521191,17.29,,,,,,,,,0.1102,2.707,2.409,13.26
20521193,521193,17.12,,,,,,,,,0.1068,2.735,2.443,15.51
20521250,521250,17.03,,,,,,,,,0.1256,2.752,2.406,7.16
20521266,521266,17.42,,,,,,,,,0.1199,2.755,2.425,13.81
20521283,521283,17.18,,,,,,,,,0.1231,2.783,2.440,14.24
20521371,521371,17.41,,,,,,,,,0.1136,2.806,2.487,4.83
20521374,521374,17.40,,,,,,,,,0.0854,2.798,2.559,4.59
20521387,521387,17.08,,,,,,,,,0.1112,2.768,2.461,5.20
20521389,521389,17.66,,,,,,,,,0.1437,2.75,2.355,5.65
20521394,521394,17.58,,,,,,,,,0.1103,2.769,2.464,4.14
20521401,521401,17.41,,,,,,,,,0.0833,2.774,2.543,4.72
20521466,521466,17.44,,,,,,,,,0.1001,2.805,2.525,4.35
20521484,521484,17.63,,,,,,,,,0.1071,2.753,2.458,7.24
20521491,521491,17.15,,,,,,,,,0.1062,2.787,2.491,4.07
20521497,521497,17.18,,,,,,,,,0.1193,2.746,2.419,14.11
20521521,521521,17.37,,,,,,,,,0.1016,2.729,2.451,6.35
20521524,521524,17.14,,,,,,,,,0.1314,2.744,2.383,6.16
20521570,521570,16.90,,,,,,,,,0.0913,2.789,2.534,8.32
20521578,521578,17.42,,,,,,,,,0.1091,2.724,2.427,8.77
20521616,521616,17.32,,,,,,,,,0.1249,2.714,2.375,5.67
20521640,521640,17.04,,,,,,,,,0.1008,2.764,2.485,2.90
20521655,521655,16.77,,,,,,,,,0.0937,2.73,2.474,15.81
20521680,521680,16.11,,,,,,,,,0.0883,2.8,2.552,21.73
20521681,521681,17.66,,,,,,,,,0.0995,2.76,2.485,2.68
20521689,521689,17.46,,,,,,,,,0.1234,2.738,2.400,1.58
20521713,521713,17.52,,,,,,,,,0.0897,2.723,2.479,2.11
20521725,521725,17.89,,,,,,,,,0.1006,2.706,2.433,6.23
20521727,521727,17.81,,,,,,,,,0.1043,2.793,2.502,4.43
20521736,521736,17.95,,,,,,,,,0.1368,2.73,2.356,2.58
20521773,521773,16.98,,,,,,,,,0.0968,2.787,2.517,9.77
20521789,521789,16.74,,,,,,,,,0.0868,2.712,2.477,12.05
20521814,521814,17.56,,,,,,,,,0.1464,2.706,2.310,1.51
20521823,521823,16.98,,,,,,,,,0.0992,2.711,2.442,12.52
20521876,521876,17.04,,,,,,,,,0.0836,2.808,2.574,3.30
20521914,521914,17.02,,,,,,,,,0.1321,2.75,2.387,10.61
20521930,521930,17.53,,,,,,,,,0.0993,2.712,2.443,4.36
20521935,521935,16.68,,,,,,,,,0.1341,2.8,2.425,20.43
20521980,521980,16.98,,,,,,,,,0.1033,2.727,2.445,14.27
20521991,521991,17.67,,,,,,,,,0.1398,2.75,2.366,2.40
20521997,521997,17.12,,,,,,,,,0.1166,2.752,2.432,4.86
20522008,522008,17.59,,,,,,,,,0.0892,2.789,2.541,3.19
20522044,522044,16.80,,,,,,,,,0.0995,2.743,2.470,16.07
20522048,522048,17.79,,,,,,,,,0.1403,2.724,2.342,7.38
20522078,522078,17.10,,,,,,,,,0.1256,2.757,2.410,8.29
20522090,522090,16.59,,,,,,,,,0.1342,2.761,2.390,11.43
20522095,522095,17.39,,,,,,,,,0.1024,2.763,2.480,10.01
20522099,522099,17.40,,,,,,,,,0.0966,2.764,2.497,4.82
20522102,522102,17.34,,,,,,,,,0.0978,2.792,2.519,4.05
20522110,522110,16.87,,,,,,,,,0.1353,2.767,2.392,8.81
20522132,522132,17.28,,,,,,,,,0.1014,2.776,2.494,3.69
20522140,522140,17.60,,,,,,,,,0.1526,2.745,2.326,8.58
20522142,522142,17.64,,,,,,,,,0.1486,2.81,2.392,13.96
20522161,522161,17.70,,,,,,,,,0.1392,2.77,2.385,6.15
20522195,522195,16.67,,,,,,,,,0.1500,2.753,2.340,7.97
20522203,522203,17.07,,,,,,,,,0.0887,2.711,2.470,7.93
20522204,522204,16.93,,,,,,,,,0.0941,2.762,2.502,6.10
20522211,522211,17.00,,,,,,,,,0.1141,2.781,2.464,8.97
20522214,522214,16.99,,,,,,,,,0.1085,2.775,2.474,3.98
20522251,522251,16.77,,,,,,,,,0.1548,2.729,2.307,13.25
20522282,522282,16.90,,,,,,,,,0.1489,2.719,2.315,13.39
20522297,522297,16.62,,,,,,,,,0.1529,2.791,2.364,13.66
20522304,522304,17.59,,,,,,,,,0.1514,2.731,2.317,6.91
20522344,522344,16.77,,,,,,,,,0.1320,2.761,2.396,10.82
20522369,522369,16.57,,,,,,,,,0.1414,2.767,2.376,16.73
20522370,522370,17.00,,,,,,,,,0.0861,2.807,2.565,9.30
20522372,522372,17.57,,,,,,,,,0.1304,2.714,2.360,8.39
20522421,522421,17.11,,,,,,,,,0.1006,2.812,2.529,3.72
20522430,522430,16.40,,,,,,,,,0.1099,2.808,2.499,16.69
20522437,522437,16.96,,,,,,,,,0.1238,2.801,2.454,14.31
20522461,522461,16.45,,,,,,,,,0.1045,2.71,2.427,12.68
20522468,522468,16.96,,,,,,,,,0.0998,2.75,2.476,12.36
20522470,522470,16.24,,,,,,,,,0.0962,2.739,2.476,13.66
20522490,522490,17.11,,,,,,,,,0.1151,2.794,2.473,5.40
20522502,522502,17.17,,,,,,,,,0.1010,2.779,2.498,3.54
20522506,522506,16.98,,,,,,,,,0.1309,2.717,2.362,8.87
20522559,522559,17.39,,,,,,,,,0.0859,2.797,2.556,2.78
20522568,522568,17.25,,,,,,,,,0.0893,2.705,2.464,12.48
20522578,522578,16.99,,,,,,,,,0.0918,2.72,2.470,13.84
20522603,522603,17.23,,,,,,,,,0.0874,2.74,2.501,7.08
20522609,522609,17.07,,,,,,,,,0.0855,2.811,2.570,4.22
20522610,522610,17.30,,,,,,,,,0.0869,2.735,2.497,4.13
20522640,522640,16.84,,,,,,,,,0.1479,2.785,2.373,10.21
20522673,522673,17.36,,,,,,,,,0.1485,2.744,2.336,4.22
20522676,522676,16.78,,,,,,,,,0.1126,2.786,2.472,13.19
20522682,522682,17.26,,,,,,,,,0.1491,2.724,2.318,7.04
20522692,522692,17.17,,,,,,,,,0.1474,2.744,2.339,9.95
20522693,522693,17.89,,,,,,,,,0.0979,2.724,2.458,9.00
20522696,522696,17.11,,,,,,,,,0.1030,2.769,2.484,11.13
20522700,522700,17.30,,,,,,,,,0.1471,2.722,2.322,12.68
20522702,522702,17.03,,,,,,,,,0.0858,2.713,2.480,24.89
20522703,522703,17.43,,,,,,,,,0.0853,2.8,2.562,6.03
20522714,522714,16.78,,,,,,,,,0.1081,2.71,2.417,11.95
20522753,522753,17.16,,,,,,,,,0.0855,2.766,2.530,11.05
20522756,522756,16.73,,,,,,,,,0.1071,2.794,2.494,7.97
20522765,522765,17.57,,,,,,,,,0.1245,2.71,2.373,5.87
20522790,522790,17.89,,,,,,,,,0.1057,2.738,2.449,6.94
20522807,522807,16.90,,,,,,,,,0.0972,2.723,2.458,5.80
20522850,522850,17.20,,,,,,,,,0.1057,2.804,2.507,9.04
20522931,522931,17.38,,,,,,,,,0.1181,2.766,2.439,9.27
20522939,522939,16.98,,,,,,,,,0.1038,2.809,2.517,4.91
20522956,522956,17.35,,,,,,,,,0.0971,2.752,2.484,14.20
20522969,522969,17.26,,,,,,,,,0.1093,2.778,2.475,3.12
20522976,522976,17.05,,,,,,,,,0.0985,2.725,2.457,9.70
20523016,523016,17.56,,,,,,,,,0.1545,2.776,2.347,1.84
20523017,523017,17.30,,,,,,,,,0.0975,2.789,2.517,2.17
20523070,523070,17.39,,,,,,,,,0.1407,2.746,2.360,2.78
20523081,523081,16.97,,,,,,,,,0.1468,2.737,2.335,7.74
20523094,523094,17.48,,,,,,,,,0.0854,2.785,2.547,5.04
20523098,523098,17.41,,,,,,,,,0.1105,2.785,2.478,14.76
20523114,523114,17.36,,,,,,,,,0.0837,2.772,2.540,2.65
20523116,523116,16.88,,,,,,,,,0.0943,2.744,2.485,13.35
20523136,523136,17.19,,,,,,,,,0.1092,2.709,2.413,7.81
20523137,523137,17.33,,,,,,,,,0.1282,2.717,2.368,8.00
20523154,523154,17.15,,,,,,,,,0.1299,2.783,2.421,5.44
20523191,523191,17.35,,,,,,,,,0.0982,2.767,2.495,5.58
20523212,523212,17.18,,,,,,,,,0.1035,2.784,2.496,9.06
20523240,523240,17.45,,,,,,,,,0.1294,2.772,2.413,8.68
20523258,523258,17.16,,,,,,,,,0.1237,2.783,2.439,6.19
20523262,523262,17.45,,,,,,,,,0.1404,2.705,2.325,2.76
20523274,523274,17.72,,,,,,,,,0.1273,2.738,2.390,3.96
20523275,523275,17.27,,,,,,,,,0.1360,2.736,2.364,4.14
20523372,523372,17.08,,,,,,,,,0.1406,2.742,2.356,8.44
20523399,523399,16.78,,,,,,,,,0.1033,2.806,2.516,20.17
20523415,523415,17.15,,,,,,,,,0.1424,2.796,2.398,7.77
20523434,523434,17.22,,,,,,,,,0.1529,2.788,2.361,3.43
20523451,523451,17.52,,,,,,,,,0.1000,2.723,2.450,10.20
20523469,523469,16.96,2.393,0.162,,,,,,,0.1064,2.791,2.494,13.81
20523487,523487,17.38,,,,,,,,,0.0856,2.718,2.485,5.59
20523490,523490,16.76,,,,,,,,,0.1034,2.782,2.494,12.32
20523496,523496,17.34,,,,,,,,,0.1426,2.757,2.364,2.65
20523508,523508,16.95,,,,,,,,,0.0980,2.783,2.510,4.12
20523533,523533,17.20,,,,,,,,,0.1057,2.778,2.485,4.21
20523568,523568,17.10,,,,,,,,,0.1494,2.73,2.322,8.26
20523846,523846,16.80,,,,,,,,,0.0888,2.745,2.501,13.36
20523866,523866,17.43,,,,,,,,,0.1514,2.793,2.370,23.95
20523949,523949,16.49,2.976,0.035,,,,,,,0.1546,2.804,2.371,13.61
20523957,523957,17.02,,,,,,,,,0.1140,2.805,2.485,12.88
20523987,523987,17.28,,,,,,,,,0.1510,2.712,2.303,13.21
20523994,523994,17.68,,,,,,,,,0.0975,2.738,2.471,4.44
20524016,524016,17.38,,,,,,,,,0.1117,2.707,2.404,3.75
20524032,524032,16.76,,,,,,,,,0.0933,2.752,2.495,7.44
20524036,524036,16.49,,,,,,,,,0.1191,2.739,2.413,15.01
20524038,524038,17.04,,,,,,,,,0.1144,2.771,2.454,5.21
20524045,524045,17.77,,,,,,,,,0.0985,2.789,2.515,5.40
20524169,524169,17.18,,,,,,,,,0.1239,2.705,2.370,10.40
20524180,524180,16.49,,,,,,,,,0.1250,2.759,2.415,10.61
20524182,524182,16.64,2.435,0.046,,,,,,,0.1375,2.723,2.348,8.03
20524183,524183,17.36,,,,,,,,,0.1051,2.765,2.474,11.50
20524596,524596,16.80,,,,,,,,,0.0942,2.743,2.485,3.78
20524601,524601,17.24,,,,,,,,,0.0881,2.761,2.518,6.71
20524628,524628,17.64,,,,,,,,,0.0925,2.716,2.464,4.15
20524634,524634,17.23,,,,,,,,,0.0968,2.78,2.511,2.29
20524677,524677,17.41,,,,,,,,,0.0891,2.789,2.541,6.58
20524685,524685,17.18,,,,,,,,,0.1476,2.754,2.347,9.13
20524686,524686,17.41,,,,,,,,,0.1048,2.753,2.464,3.82
20524697,524697,17.25,,,,,,,,,0.0868,2.758,2.518,3.90
20524705,524705,17.43,,,,,,,,,0.1490,2.765,2.353,11.09
20524710,524710,16.68,,,,,,,,,0.1125,2.785,2.472,4.26
20524712,524712,16.79,,,,,,,,,0.1188,2.759,2.431,11.17
20524723,524723,17.11,,,,,,,,,0.0964,2.715,2.453,5.35
20524726,524726,16.63,,,,,,,,,0.1359,2.717,2.348,26.18
20524731,524731,17.12,,,,,,,,,0.1252,2.761,2.416,4.09
20524738,524738,16.83,,,,,,,,,0.1152,2.812,2.488,4.41
20524750,524750,17.14,,,,,,,,,0.1251,2.741,2.398,9.14
20524765,524765,17.34,,,,,,,,,0.0843,2.784,2.550,6.09
20524782,524782,17.52,,,,,,,,,0.0993,2.763,2.489,2.46
20524796,524796,17.10,,,,,,,,,0.1499,2.747,2.336,7.30
20524808,524808,17.57,,,,,,,,,0.1206,2.813,2.474,0.53
20524854,524854,17.21,,,,,,,,,0.1172,2.785,2.458,3.75
20525013,525013,17.70,,,,,,,,,0.1070,2.752,2.457,3.31
20525059,525059,17.04,,,,,,,,,0.1529,2.767,2.344,8.95
20525127,525127,17.17,,,,,,,,,0.1300,2.8,2.436,7.47
20525138,525138,17.89,,,,,,,,,0.1304,2.769,2.408,6.28
20525162,525162,17.42,,,,,,,,,0.1460,2.767,2.363,9.11
20525177,525177,17.33,,,,,,,,,0.1339,2.717,2.353,5.57
20525180,525180,17.18,,,,,,,,,0.1290,2.81,2.447,3.46
20525190,525190,16.80,,,,,,,,,0.1377,2.741,2.363,14.00
20525205,525205,17.27,,,,,,,,,0.1149,2.778,2.459,5.48
20525208,525208,16.92,,,,,,,,,0.1149,2.714,2.402,10.86
20525210,525210,17.36,,,,,,,,,0.1316,2.74,2.380,4.47
20525240,525240,16.46,,,,,,,,,0.1476,2.737,2.333,9.92
20525259,525259,17.54,,,,,,,,,0.0945,2.759,2.498,1.66
20525261,525261,16.53,,,,,,,,,0.1375,2.797,2.413,10.95
20525262,525262,16.93,,,,,,,,,0.1130,2.789,2.474,9.54
20525264,525264,17.05,2.787,0.043,,,,,,,0.1408,2.761,2.372,7.32
20525275,525275,17.14,,,,,,,,,0.1166,2.754,2.433,10.33
20525292,525292,17.10,,,,,,,,,0.0976,2.753,2.485,4.04
20525295,525295,16.76,,,,,,,,,0.1044,2.748,2.461,13.35
20525305,525305,17.12,,,,,,,,,0.1529,2.718,2.302,9.61
20525315,525315,16.38,,,,,,,,,0.1531,2.743,2.323,15.30
20525321,525321,16.61,1.865,,,,,,,,0.1503,2.772,2.355,7.91
20525335,525335,15.95,,,,,,,,,0.0866,2.741,2.504,11.06
20525355,525355,17.18,,,,,,,,,0.1523,2.754,2.334,7.54
20525376,525376,17.40,,,,,,,,,0.1254,2.763,2.416,8.03
20525389,525389,17.05,,,,,,,,,0.1144,2.783,2.465,6.05
20525403,525403,16.80,,,,,,,,,0.1073,2.762,2.466,4.65
20525414,525414,17.30,,,,,,,,,0.1051,2.723,2.437,5.02
20525435,525435,17.34,,,,,,,,,0.0933,2.781,2.521,4.91
20525438,525438,17.18,,,,,,,,,0.1371,2.749,2.372,5.21
20525445,525445,17.21,,,,,,,,,0.0838,2.753,2.522,13.34
20525457,525457,16.81,2.480,,,,,,,,0.1301,2.722,2.368,14.42
20525463,525463,17.50,,,,,,,,,0.0918,2.792,2.536,5.91
20525476,525476,17.08,,,,,,,,,0.1425,2.797,2.398,13.82
20525489,525489,16.92,,,,,,,,,0.1023,2.808,2.521,7.38
20525493,525493,16.89,,,,,,,,,0.1240,2.8,2.453,13.21
20525513,525513,17.08,,,,,,,,,0.1084,2.779,2.478,10.05
20525550,525550,16.91,,,,,,,,,0.1499,2.805,2.385,10.52
20525597,525597,17.04,,,,,,,,,0.0885,2.789,2.542,5.47
20526091,526091,17.36,,,,,,,,,0.1288,2.705,2.357,10.70
20526151,526151,17.57,,,,,,,,,0.1531,2.712,2.297,17.47
20526183,526183,16.71,,,,,,,,,0.1159,2.713,2.399,26.74
20526186,526186,17.69,,,,,,,,,0.0910,2.705,2.459,4.64
20526217,526217,17.53,,,,,,,,,0.1315,2.726,2.367,5.92
20526219,526219,17.16,,,,,,,,,0.0868,2.726,2.489,7.80
20526228,526228,16.93,,,,,,,,,0.1071,2.743,2.450,10.04
20526235,526235,17.48,,,,,,,,,0.1347,2.777,2.403,3.68
20526267,526267,17.62,,,,,,,,,0.0925,2.72,2.468,5.15
20526309,526309,17.54,,,,,,,,,0.1539,2.746,2.323,5.70
20526319,526319,17.29,,,,,,,,,0.1167,2.786,2.461,9.56
20526327,526327,17.43,,,,,,,,,0.1211,2.785,2.448,8.26
20526345,526345,17.24,,,,,,,,,0.1361,2.724,2.354,7.00
20526348,526348,16.80,,,,,,,,,0.1520,2.726,2.311,11.27
20526367,526367,17.18,,,,,,,,,0.1224,2.733,2.398,12.38
20526427,526427,16.94,,,,,,,,,0.1469,2.737,2.335,14.33
20526440,526440,17.03,,,,,,,,,0.0944,2.764,2.504,26.45
20526446,526446,16.89,,,,,,,,,0.1497,2.784,2.367,11.88
20526459,526459,17.12,,,,,,,,,0.1399,2.794,2.403,5.58
20526847,526847,16.39,,,,,,,,,0.1457,2.72,2.324,12.08
20526869,526869,17.22,,,,,,,,,0.1361,2.752,2.377,3.69
20526879,526879,17.02,,,,,,,,,0.1397,2.799,2.408,13.46
20526881,526881,17.19,,,,,,,,,0.1369,2.728,2.354,4.28
20526925,526925,17.19,,,,,,,,,0.0859,2.76,2.523,8.47
20526938,526938,17.19,,,,,,,,,0.0859,2.815,2.573,0.84
20527052,527052,17.26,,,,,,,,,0.1103,2.77,2.464,3.87
20527070,527070,17.34,,,,,,,,,0.1216,2.751,2.416,14.57
20527253,527253,17.09,,,,,,,,,0.1484,2.795,2.381,2.91
20527260,527260,17.11,,,,,,,,,0.1360,2.769,2.392,9.43
20527291,527291,17.30,,,,,,,,,0.0875,2.773,2.531,6.26
20527368,527368,17.14,,,,,,,,,0.1011,2.765,2.485,2.68
20527373,527373,17.17,,,,,,,,,0.1123,2.783,2.471,6.18
20527523,527523,17.82,,,,,,,,,0.1281,2.791,2.433,4.56
20527525,527525,17.50,,,,,,,,,0.0868,2.815,2.571,0.88
20527584,527584,17.49,,,,,,,,,0.1206,2.741,2.411,5.24
20528246,528246,17.44,,,,,,,,,0.1086,2.802,2.497,3.38
20528249,528249,17.24,,,,,,,,,0.1058,2.735,2.446,12.69
20528253,528253,18.21,,,,,,,,,0.1538,2.769,2.343,8.21
20528256,528256,17.83,,,,,,,,,0.1519,2.713,2.301,5.26
20528260,528260,16.99,,,,,,,,,0.1490,2.764,2.352,8.05
20528267,528267,17.48,,,,,,,,,0.1157,2.738,2.422,6.70
20528274,528274,17.65,,,,,,,,,0.0909,2.747,2.498,4.26
20528300,528300,17.59,,,,,,,,,0.1108,2.766,2.459,3.29
20528315,528315,17.61,,,,,,,,,0.1005,2.753,2.477,2.33
20528330,528330,17.84,,,,,,,,,0.0866,2.775,2.535,5.42
20528350,528350,17.34,,,,,,,,,0.1476,2.748,2.343,8.80
20528363,528363,17.81,,,,,,,,,0.1179,2.71,2.391,4.85
20528374,528374,17.72,,,,,,,,,0.0896,2.793,2.543,2.67
20528390,528390,16.84,,,,,,,,,0.1349,2.747,2.377,11.30
20528393,528393,17.33,,,,,,,,,0.0979,2.803,2.529,4.22
20528407,528407,17.33,,,4.73,,,,,,0.1101,2.742,2.441,4.70
20528422,528422,17.35,,,,,,,,,0.1046,2.74,2.454,4.39
20528451,528451,17.27,,,,,,,,,0.1539,2.709,2.292,4.17
20528454,528454,17.55,,,,,,,,,0.1002,2.776,2.498,2.64
20528458,528458,17.77,,,,,,,,,0.0965,2.772,2.504,2.75
20528486,528486,17.59,,,,,,,,,0.0852,2.769,2.533,4.99
20528498,528498,17.15,,,,,,,,,0.1118,2.795,2.482,15.97
20528503,528503,16.95,,,,,,,,,0.0893,2.734,2.490,3.37
20528537,528537,17.40,,,,,,,,,0.0851,2.755,2.520,3.28
20528557,528557,17.25,,,,,,,,,0.1071,2.771,2.474,10.87
20528582,528582,17.27,,,,,,,,,0.0941,2.773,2.512,9.94
20528600,528600,16.53,,,,,,,,,0.1469,2.785,2.376,8.31
20528606,528606,17.07,,,,,,,,,0.1057,2.787,2.493,5.09
20528640,528640,17.28,,,,,,,,,0.0851,2.717,2.486,9.58
20528717,528717,17.07,,,,,,,,,0.1381,2.789,2.404,7.30
20528750,528750,17.69,,,,,,,,,0.1018,2.812,2.526,6.00
20528772,528772,16.31,,,,,,,,,0.1491,2.801,2.383,7.92
20528855,528855,17.36,,,,,,,,,0.1278,2.796,2.438,4.09
20528864,528864,17.29,,,,,,,,,0.1432,2.804,2.402,9.29
20528867,528867,16.47,,,,,,,,,0.1350,2.803,2.424,14.18
20528883,528883,17.43,,,,,,,,,0.0940,2.78,2.519,3.82
20528910,528910,17.50,,,,,,,,,0.1406,2.789,2.397,2.21
20528983,528983,17.55,,,,,,,,,0.0882,2.716,2.476,1.74
20529090,529090,17.16,,,,,,,,,0.0905,2.708,2.463,9.12
20529107,529107,17.86,,,,,,,,,0.1352,2.723,2.355,1.38
20529112,529112,17.43,,,,,,,,,0.1428,2.754,2.360,13.58
20529161,529161,16.84,,,,,,,,,0.0961,2.726,2.464,7.01
20529186,529186,17.39,,,,,,,,,0.1318,2.723,2.364,3.87
20529191,529191,17.77,,,,,,,,,0.0909,2.711,2.465,2.12
20529200,529200,17.60,,,,,,,,,0.1302,2.712,2.358,3.74
20529206,529206,17.50,,,,,,,,,0.1362,2.718,2.347,4.00
20529233,529233,17.19,,,,,,,,,0.1518,2.733,2.318,12.55
20529234,529234,17.20,,,,,,,,,0.1125,2.756,2.446,4.61
20529247,529247,16.75,,,,,,,,,0.1521,2.764,2.343,13.51
20529286,529286,17.12,,,,,,,,,0.1403,2.768,2.380,9.17
20529294,529294,16.86,,,,,,,,,0.1392,2.758,2.374,14.29
20529295,529295,17.74,,,,,,,,,0.1171,2.736,2.416,4.37
20529309,529309,17.50,,,,,,,,,0.0880,2.771,2.527,4.09
20529326,529326,17.90,,,,,,,,,0.0945,2.737,2.478,5.12
20529330,529330,16.90,,,,,,,,,0.1288,2.707,2.358,12.59
20529343,529343,16.17,,,,,,,,,0.1416,2.745,2.356,14.33
20529348,529348,17.45,,,,,,,,,0.0976,2.775,2.504,13.04
20529349,529349,17.75,,,,,,,,,0.1129,2.744,2.434,6.24
20529356,529356,16.71,,,,,,,,,0.1202,2.748,2.417,8.36
20529357,529357,16.70,,,,,,,,,0.0922,2.765,2.510,2.58
20529373,529373,17.47,,,,,,,,,0.1369,2.716,2.344,6.17
20529376,529376,17.05,,,,,,,,,0.1309,2.727,2.370,25.19
20529381,529381,17.53,,,,,,,,,0.1197,2.772,2.440,6.26
20529385,529385,16.97,,,,,,,,,0.1282,2.796,2.437,12.34
20529395,529395,17.86,,,,,,,,,0.1547,2.727,2.305,13.49
20529397,529397,17.52,,,,,,,,,0.0896,2.759,2.511,3.96
20529403,529403,17.29,,,,,,,,,0.1173,2.764,2.440,8.99
20529411,529411,17.33,2.375,0.060,,,,,,,0.1162,2.725,2.409,9.99
20529413,529413,17.70,,,,,,,,,0.0877,2.775,2.531,5.31
20529417,529417,17.64,,,,,,,,,0.1360,2.748,2.374,4.24
20529425,529425,16.35,,,,,,,,,0.1169,2.727,2.408,14.78
20529427,529427,17.09,,,,,,,,,0.1139,2.813,2.492,6.95
20529441,529441,16.78,,,,,,,,,0.1183,2.775,2.447,7.38
20529446,529446,17.23,,,,,,,,,0.1331,2.712,2.351,9.82
20529463,529463,17.37,2.799,0.027,,,,,,,0.1159,2.777,2.455,11.11
20529472,529472,16.76,3.313,0.026,,,,,,,0.1278,2.72,2.372,11.19
20529473,529473,17.03,2.544,0.069,,,,,,,0.0937,2.776,2.516,8.63
20529499,529499,17.15,2.545,0.052,,,,,,,0.1279,2.771,2.417,7.80
20529518,529518,17.60,,,,,,,,,0.1557,2.736,2.310,12.20
20529522,529522,17.50,,,,,,,,,0.1340,2.738,2.371,4.32
20529525,529525,17.81,,,,,,,,,0.1182,2.75,2.425,4.18
20529528,529528,16.58,3.147,0.049,,,,,,,0.1517,2.731,2.317,13.07
20529553,529553,17.72,,,,,,,,,0.1177,2.722,2.402,9.24
20529558,529558,17.55,,,,,,,,,0.0962,2.73,2.467,8.81
